รร.	NN	B	B_CLS
เมือง	NN	B_LOC	I_CLS
แพร่	NN	E_LOC	I_CLS
วอน	VV	O	I_CLS
คน	NN	O	I_CLS
ช่วย	VV	O	I_CLS
_	PU	O	I_CLS
อุ้ม	VV	O	I_CLS
ตองเหลือง	NN	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
งบ	NN	O	I_CLS
อาหาร	NN	O	I_CLS
ฝืด	VV	O	E_CLS

โรงเรียน	NN	B_LOC	B_CLS
บ้านท่าวะ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
เมือง	NN	B_LOC	I_CLS
แพร่	NN	E_LOC	I_CLS
ระส่ำ	VV	O	I_CLS
_	PU	O	I_CLS
รับ	VV	O	I_CLS
เด็ก	NN	O	I_CLS
นักเรียน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
เข้า	AV	O	I_CLS
เรียน	VV	O	I_CLS
ร่วมกับ	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ปกติ	VV	O	E_CLS

จำใจ	VV	O	B_CLS
เจียด	VV	O	I_CLS
งบ	NN	O	I_CLS
ปกติ	VV	O	I_CLS
ซื้อ	VV	O	I_CLS
อาหาร	NN	O	I_CLS
-	PU	O	I_CLS
นม	NN	O	I_CLS
จูงใจ	VV	O	E_CLS
ให้	CC	O	B_CLS
เด็ก	NN	O	I_CLS
มา	VV	O	I_CLS
โรงเรียน	NN	O	E_CLS

วอน	VV	O	B_CLS
สังคม	NN	O	I_CLS
ยื่น	VV	O	I_CLS
มือ	NN	O	I_CLS
ช่วย	VV	O	E_CLS

ผอ.	NN	O	B_CLS
เผย	VV	O	I_CLS
เตรียม	VV	O	I_CLS
จัด	VV	O	I_CLS
โครงการ	NN	O	I_CLS
เกษตร	NN	O	I_CLS
ยั่งยืน	VV	O	I_CLS
เลี้ยงดู	VV	O	I_CLS
นักเรียน	NN	O	I_CLS
_	PU	O	I_CLS
แถม	VV	O	I_CLS
ดึง	VV	O	I_CLS
พ่อแม่	NN	O	I_CLS
เด็ก	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ร่วม	VV	O	I_CLS
ฝึก	VV	O	I_CLS
อาชีพ	NN	O	I_CLS
หวัง	VV	O	I_CLS
ช่วย	VV	O	I_CLS
ตัวเอง	PR	O	E_CLS
ให้	CC	O	B_CLS
รอด	VV	O	E_CLS

แกนนำ	NN	O	B_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ยอมรับ	VV	O	I_CLS
_	PU	O	I_CLS
อยาก	VV	O	E_CLS
ให้	CC	O	B_CLS
ลูก	NN	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
มาก	VV	O	I_CLS
ขึ้น	AV	O	I_CLS
_	PU	O	I_CLS
ผลพวง	NN	O	I_CLS
จาก	PS	O	I_CLS
ความ	FX	O	I_CLS
เปลี่ยนแปลง	VV	O	I_CLS
ของ	PS	O	I_CLS
โลก	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ที่	CC	O	I_CLS
ถูก	AX	O	I_CLS
ทำลาย	VV	O	I_CLS
_	PU	O	I_CLS
ทั้ง	CC	O	I_CLS
จาก	PS	O	I_CLS
ภัย	NN	O	I_CLS
ธรรมชาติ	NN	O	I_CLS
ที่	CC	O	I_CLS
เกิด	VV	O	I_CLS
ขึ้น	AV	O	I_CLS
และ	CC	O	I_CLS
จาก	PS	O	I_CLS
น้ำมือ	NN	O	I_CLS
ของ	PS	O	I_CLS
มนุษย์	NN	O	E_CLS

ไม่	NG	O	B_CLS
เพียงแต่	CC	O	I_CLS
ส่ง	VV	O	I_CLS
ผล	NN	O	I_CLS
กระทบ	VV	O	I_CLS
ต่อ	PS	O	I_CLS
ประชากร	NN	O	I_CLS
ใน	PS	O	I_CLS
ชุมชน	NN	O	I_CLS
เมือง	NN	O	I_CLS
เท่านั้น	AV	O	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
ยัง	CC	O	I_CLS
ส่ง	VV	O	I_CLS
ผล	NN	O	I_CLS
กระทบ	VV	O	I_CLS
ต่อ	PS	O	I_CLS
ชน	NN	O	I_CLS
กลุ่ม	NN	O	I_CLS
น้อย	VV	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
โดยเฉพาะ	CC	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ใน	PS	O	I_CLS
_	PU	O	I_CLS
อ.	NN	B_LOC	I_CLS
สอง	NN	E_LOC	I_CLS
_	PU	O	I_CLS
จ.	NN	B_LOC	I_CLS
แพร่	NN	E_LOC	E_CLS

ซึ่ง	CC	O	B_CLS
อดีต	NN	O	I_CLS
เคย	AX	O	I_CLS
อาศัย	VV	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
ป่า	NN	O	I_CLS
_	PU	O	I_CLS
มี	VV	O	I_CLS
วิถี	NN	O	I_CLS
ชีวิต	NN	O	E_CLS
และ	CC	O	B_CLS
ความ	FX	O	I_CLS
เป็นอยู่	VV	O	E_CLS
ที่	CC	O	B_CLS
กลมกลืน	VV	O	I_CLS
กับ	PS	O	I_CLS
ป่า	NN	O	I_CLS
_	PU	O	I_CLS
มี	VV	O	I_CLS
วัฒนธรรม	NN	O	E_CLS
ที่	CC	O	B_CLS
แปลกแยก	VV	O	I_CLS
จาก	PS	O	I_CLS
คน	NN	O	I_CLS
เมือง	NN	O	E_CLS

ปัจจุบัน	NN	O	B_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ที่	CC	O	I_CLS
อาศัย	VV	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
ผืน	NN	O	I_CLS
ป่า	NN	O	I_CLS
ใน	PS	O	I_CLS
พื้นที่	NN	O	I_CLS
ของ	PS	O	I_CLS
_	PU	O	I_CLS
ต.	NN	B_LOC	I_CLS
สะเอียบ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
อ.	NN	B_LOC	I_CLS
สอง	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
อพยพ	VV	O	I_CLS
จาก	PS	O	I_CLS
ป่า	NN	O	I_CLS
ออก	AV	O	I_CLS
มา	AV	O	I_CLS
ประกอบอาชีพ	VV	O	I_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
จำนวน	NN	O	I_CLS
มาก	VV	O	E_CLS

ทีม	NN	O	B_CLS
ข่าว	NN	O	I_CLS
_	PU	O	I_CLS
คม_ชัด_ลึก	NN	B_ORG	I_CLS
_	PU	O	I_CLS
เดินทาง	VV	O	I_CLS
ไป	AV	O	I_CLS
ยัง	PS	O	I_CLS
โรงเรียน	NN	B_LOC	I_CLS
บ้านท่าวะ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
หมู่	NN	B_LOC	I_CLS
_	PU	I_LOC	I_CLS
8	NU	E_LOC	I_CLS
_	PU	O	I_CLS
ต.	NN	B_LOC	I_CLS
สะเอียบ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
อ.	NN	B_LOC	I_CLS
สอง	NN	E_LOC	I_CLS
_	PU	O	I_CLS
จ.	NN	B_LOC	I_CLS
แพร่	NN	E_LOC	I_CLS
เนื่องจาก	CC	O	I_CLS
โรงเรียน	NN	O	I_CLS
แห่ง	CL	O	I_CLS
นี้	AJ	O	I_CLS
รับ	VV	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
อายุ	NN	O	I_CLS
ระหว่าง	PS	O	I_CLS
_	PU	O	I_CLS
4	NU	B_MEA	I_CLS
-	PU	O	I_CLS
14	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ปี	CL	E_MEA	I_CLS
_	PU	O	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
ใน	PS	O	I_CLS
โรงเรียน	NN	O	I_CLS
_	PU	O	I_CLS
หลังจาก	PS	O	E_CLS
ที่	CC	O	B_CLS
เด็ก	NN	O	I_CLS
เหล่า	CL	O	I_CLS
นี้	AJ	O	I_CLS
ต้อง	AX	O	I_CLS
ออก	VV	O	I_CLS
จาก	PS	O	I_CLS
ป่า	NN	O	I_CLS
มา	AV	O	I_CLS
พร้อม	VV	O	I_CLS
กับ	PS	O	I_CLS
พ่อแม่	NN	O	E_CLS
_	PU	O	O
ที่	CC	O	B_CLS
ออก	AV	O	I_CLS
มา	AV	O	I_CLS
เร่ร่อน	VV	O	I_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
ชาวบ้าน	NN	O	E_CLS

นาย	NN	B_TTL	B_CLS
พนมพันธ์	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
ดอกหอม	NN	E_PER	I_CLS
_	PU	O	I_CLS
ผู้	FX	O	I_CLS
อำนวยการ	VV	O	I_CLS
โรงเรียน	NN	B_LOC	I_CLS
บ้านท่าวะ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
ราษฎร์บำรุง	NN	B_LOC	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
ตั้ง	VV	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
พื้นที่	NN	O	I_CLS
หมู่	NN	B_LOC	I_CLS
_	PU	I_LOC	I_CLS
8	NU	E_LOC	I_CLS
_	PU	O	I_CLS
บ้านท่าวะ	NN	B_PER	I_CLS
_	PU	O	I_CLS
ต.	NN	B_LOC	I_CLS
สะเอียบ	NN	I_LOC	I_CLS
อ.	NN	B_LOC	I_CLS
สอง	NN	I_LOC	I_CLS
จ.	NN	B_LOC	I_CLS
แพร่	NN	E_LOC	I_CLS
เปิดเผย	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
โรงเรียน	NN	O	B_CLS
ได้รับ	VV	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	E_CLS
_	PU	O	O
หรือ	CC	O	B_CLS
_	PU	O	O
บราบรี	NN	O	B_CLS
_	PU	O	I_CLS
จำนวน	NN	O	I_CLS
_	PU	O	I_CLS
20	NU	B_NUM	I_CLS
_	PU	O	I_CLS
คน	CL	B_MEA	I_CLS
_	PU	O	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
ร่วมกับ	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ๆ	PU	O	E_CLS
_	PU	O	O
ซึ่ง	CC	O	B_CLS
เป็น	VV	O	I_CLS
ลูก	NN	O	I_CLS
ของ	PS	O	I_CLS
ชาวบ้าน	NN	O	I_CLS
ใน	PS	O	I_CLS
พื้นที่	NN	O	I_CLS
หมู่	NN	B_LOC	I_CLS
_	PU	I_LOC	I_CLS
8	NU	E_LOC	I_CLS
_	PU	O	I_CLS
บ้านท่าวะ	NN	B_PER	I_CLS
_	PU	O	I_CLS
ต.	NN	B_LOC	I_CLS
สะเอียบ	NN	E_LOC	E_CLS

เพราะ	CC	O	B_CLS
วิถี	NN	O	I_CLS
ชีวิต	NN	O	I_CLS
ของ	PS	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ได้	AX	O	I_CLS
เปลี่ยนแปลง	VV	O	I_CLS
ไป	AV	O	E_CLS

จาก	PS	O	B_CLS
เดิม	AV	O	I_CLS
จะ	AX	O	I_CLS
อาศัย	VV	O	E_CLS
และ	CC	O	B_CLS
หากิน	VV	O	I_CLS
ใน	PS	O	I_CLS
ป่า	NN	O	I_CLS
เท่านั้น	AV	O	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
ปัจจุบัน	NN	O	I_CLS
ได้	AX	O	I_CLS
ออก	VV	O	I_CLS
จาก	PS	O	I_CLS
ป่า	NN	O	I_CLS
มา	AV	O	I_CLS
