รมว.	NN	B_DES	B_CLS
คลัง	NN	B_ORG	I_CLS
_	PU	O	I_CLS
เผย	VV	O	I_CLS
เสียดาย	VV	O	E_CLS
หาก	CC	O	B_CLS
ฝ่าย	NN	B_ORG	I_CLS
ค้าน	NN	E_ORG	I_CLS
ไม่	NG	O	I_CLS
ร่วม	VV	O	I_CLS
เป็น	VV	O	I_CLS
_	PU	O	I_CLS
กมธ.	NN	B_ORG	I_CLS
พิจารณา	VV	O	I_CLS
ร่าง	NN	O	I_CLS
_	PU	O	I_CLS
พ.ร.บ.	NN	B	I_CLS
งบ	NN	O	I_CLS
ฯ	PU	O	E_CLS

รัฐมนตรี	NN	O	B_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
การ	FX	I_ORG	I_CLS
คลัง	NN	E_ORG	I_CLS
_	PU	O	I_CLS
เผย	VV	O	I_CLS
_	PU	O	I_CLS
รู้สึก	VV	O	I_CLS
เสียดาย	VV	O	E_CLS
หาก	CC	O	B_CLS
ฝ่าย	NN	B_ORG	I_CLS
ค้าน	VV	E_ORG	I_CLS
ไม่	NG	O	I_CLS
เข้า	AV	O	I_CLS
ร่วม	VV	O	I_CLS
เป็น	VV	O	I_CLS
กรรมาธิการ	NN	O	I_CLS
วิสามัญ	AJ	O	I_CLS
_	PU	O	I_CLS
พิจารณา	VV	O	I_CLS
ร่าง	NN	O	I_CLS
พระราชบัญญัติ	NN	O	I_CLS
งบประมาณ	NN	O	I_CLS
ราย	NN	O	I_CLS
จ่าย	VV	O	I_CLS
ประจำ	AJ	O	I_CLS
ปี	NN	B_DTM	I_CLS
_	PU	I_DTM	I_CLS
2553	NU	E_DTM	E_CLS

พร้อม	CC	O	B_CLS
ย้ำ	VV	O	I_CLS
กฎหมาย	NN	O	I_CLS
การเงิน	NN	O	I_CLS
ทั้ง	AJ	O	I_CLS
_	PU	O	I_CLS
3	NU	B_NUM	I_CLS
_	PU	O	I_CLS
ฉบับ	CL	B_MEA	I_CLS
_	PU	O	I_CLS
มี	VV	O	I_CLS
ความ	FX	O	I_CLS
จำเป็น	VV	O	I_CLS
ต่อ	PS	O	I_CLS
การ	FX	O	I_CLS
พัฒนา	VV	O	I_CLS
โครงสร้าง	NN	O	I_CLS
ทาง	NN	O	I_CLS
เศรษฐกิจ	NN	O	E_CLS

นาย	NN	B_TTL	B_CLS
กรณ์	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
จาติกวณิช	NN	E_PER	I_CLS
_	PU	O	I_CLS
รัฐมนตรี	NN	O	I_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
การ	FX	I_ORG	I_CLS
คลัง	NN	E_ORG	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
รู้สึก	VV	O	B_CLS
เสียดาย	VV	O	E_CLS
หาก	CC	O	B_CLS
ฝ่าย	NN	B_ORG	I_CLS
ค้าน	VV	E_ORG	I_CLS
จะ	AX	O	I_CLS
ไม่	NG	O	I_CLS
ร่วม	VV	O	I_CLS
เป็น	VV	O	I_CLS
คณะ	NN	B_ORG	I_CLS
กรรมาธิการ	NN	I_ORG	I_CLS
วิสามัญ	AJ	E_ORG	I_CLS
_	PU	O	I_CLS
ใน	PS	O	I_CLS
การ	FX	O	I_CLS
พิจารณา	VV	O	I_CLS
ร่าง	NN	O	I_CLS
พระราชบัญญัติ	NN	O	I_CLS
งบประมาณ	NN	O	I_CLS
ราย	NN	O	I_CLS
จ่าย	VV	O	I_CLS
ประจำ	AJ	O	I_CLS
ปี	NN	B_DTM	I_CLS
_	PU	I_DTM	I_CLS
2553	NU	E_DTM	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
รัฐบาล	NN	O	I_CLS
ได้	AX	O	I_CLS
จัด	VV	O	I_CLS
เตรียม	VV	O	I_CLS
ข้อมูล	NN	O	E_CLS
ให้	CC	O	B_CLS
สมาชิก	NN	O	I_CLS
ได้	AX	O	I_CLS
พิจารณา	VV	O	I_CLS
ใน	PS	O	I_CLS
