รมว.	NN	B_DES	B_CLS
คลัง	NN	B_ORG	I_CLS
_	PU	O	I_CLS
พร้อม	VV	O	I_CLS
หา	VV	O	I_CLS
ช่องทาง	NN	O	I_CLS
สนับสนุน	VV	O	I_CLS
สินเชื่อ	NN	O	I_CLS
แก่	PS	O	I_CLS
นัก	FX	O	I_CLS
ลง	VV	O	I_CLS
ทุน	NN	O	I_CLS
ญี่ปุ่น	NN	B_ORG	E_CLS
ที่	CC	O	B_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
ลง	VV	O	I_CLS
ทุน	NN	O	I_CLS
ใน	PS	O	I_CLS
ไทย	NN	B_LOC	E_CLS

รัฐมนตรี	NN	O	B_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
การ	FX	I_ORG	I_CLS
คลัง	NN	E_ORG	I_CLS
_	PU	O	I_CLS
พร้อม	VV	O	I_CLS
หา	VV	O	I_CLS
ช่องทาง	NN	O	I_CLS
สนับสนุน	VV	O	I_CLS
สินเชื่อ	NN	O	I_CLS
แก่	PS	O	I_CLS
นัก	FX	O	I_CLS
ลง	VV	O	I_CLS
ทุน	NN	O	I_CLS
ญี่ปุ่น	NN	B_ORG	E_CLS
ที่	CC	O	B_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
ลง	VV	O	I_CLS
ทุน	NN	O	I_CLS
ใน	PS	O	I_CLS
ไทย	NN	B_LOC	I_CLS
_	PU	O	I_CLS
เชื่อ	VV	O	I_CLS
จะ	AX	O	I_CLS
ส่ง	VV	O	I_CLS
ผล	NN	O	I_CLS
ต่อ	VV	O	I_CLS
ดี	VV	O	I_CLS
เศรษฐกิจ	NN	O	I_CLS
ใน	PS	O	I_CLS
ประเทศ	NN	O	E_CLS

นาย	NN	B_TTL	B_CLS
กรณ์	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
จาติกวณิช	NN	E_PER	I_CLS
_	PU	O	I_CLS
รัฐมนตรี	NN	O	I_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
การ	FX	I_ORG	I_CLS
คลัง	NN	E_ORG	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
จาก	PS	O	B_CLS
การ	FX	O	I_CLS
พบปะ	VV	O	I_CLS
หารือ	VV	O	I_CLS
กับ	PS	O	I_CLS
นัก	FX	O	I_CLS
ธุรกิจ	NN	O	I_CLS
ชาว	FX	O	I_CLS
ญี่ปุ่น	NN	B_ORG	E_CLS
ที่	CC	O	B_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
ลง	VV	O	I_CLS
ทุน	NN	O	I_CLS
ใน	PS	O	I_CLS
ประเทศ	NN	B_LOC	I_CLS
ไทย	NN	E_LOC	E_CLS
ซึ่ง	CC	O	B_CLS
ปัจจุบัน	NN	O	I_CLS
มี	VV	O	I_CLS
ประมาณ	AJ	O	I_CLS
_	PU	O	I_CLS
7,000	NU	B_NUM	I_CLS
_	PU	O	I_CLS
ราย	CL	O	E_CLS

ส่วนใหญ่	NN	O	B_CLS
กำลัง	AX	O	I_CLS
ประสบ	VV	O	I_CLS
ปัญหา	NN	O	I_CLS
ขาด	VV	O	I_CLS
สภาพ	NN	O	I_CLS
คล่อง	VV	O	E_CLS
เนื่องจาก	CC	O	B_CLS
เป็น	VV	O	I_CLS
ผู้	FX	O	I_CLS
ประกอบ	VV	O	I_CLS
การ	FX	O	I_CLS
ขนาด	NN	O	I_CLS
กลาง	NN	O	I_CLS
และ	PS	O	I_CLS
ราย	NN	O	I_CLS
ย่อย	AJ	O	E_CLS

จึง	CC	O	B_CLS
ต้องการ	VV	O	E_CLS
ให้	CC	O	B_CLS
รัฐบาล	NN	B_ORG	I_CLS
ญี่ปุ่น	NN	E_ORG	I_CLS
ช่วยเหลือ	VV	O	I_CLS
ด้วย	PS	O	I_CLS
การ	FX	O	I_CLS
ค้ำประกัน	VV	O	I_CLS
สินเชื่อ	NN	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
