รมว.	NN	B_DES	B_CLS
พาณิชย์	NN	B_ORG	I_CLS
_	PU	O	I_CLS
แนะ	VV	O	I_CLS
เกษตรกร	NN	O	I_CLS
รักษา	VV	O	I_CLS
คุณภาพ	NN	O	I_CLS
ผล	NN	O	I_CLS
ผลิต	VV	O	I_CLS
การ	FX	O	I_CLS
เกษตร	NN	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
รักษา	VV	O	I_CLS
ตลาด	NN	O	E_CLS

รัฐมนตรี	NN	O	B_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
พาณิชย์	NN	E_ORG	I_CLS
_	PU	O	I_CLS
แนะ	VV	O	I_CLS
เกษตรกร	NN	O	I_CLS
รักษา	VV	O	I_CLS
คุณภาพ	NN	O	I_CLS
ของ	PS	O	I_CLS
ผล	NN	O	I_CLS
ผลิต	VV	O	I_CLS
การ	FX	O	I_CLS
เกษตร	NN	O	I_CLS
ไว้	VV	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
รักษา	VV	O	I_CLS
ตลาด	NN	O	E_CLS

วัน	NN	O	B_CLS
นี้	AJ	O	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
23	NU	B_DTM	I_CLS
_	PU	I_DTM	I_CLS
มิ.ย.	NN	I_DTM	I_CLS
52	NU	E_DTM	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
นาง	NN	B_TTL	I_CLS
พรทิวา	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
นาคาศัย	NN	E_PER	I_CLS
_	PU	O	I_CLS
รัฐมนตรี	NN	O	I_CLS
ว่าการ	VV	O	I_CLS
กระทรวง	NN	B_ORG	I_CLS
พาณิชย์	NN	E_ORG	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ถึง	PS	O	I_CLS
นโยบาย	NN	O	I_CLS
ด้าน	NN	O	I_CLS
การ	FX	O	I_CLS
ตลาด	NN	O	I_CLS
ของ	PS	O	I_CLS
สินค้า	NN	O	I_CLS
เกษตร	NN	O	E_CLS
ที่	CC	O	B_CLS
สำคัญ	VV	O	I_CLS
_	PU	O	I_CLS
ได้แก่	CC	O	I_CLS
_	PU	O	I_CLS
ข้าว	NN	O	I_CLS
_	PU	O	I_CLS
มันสำปะหลัง	NN	O	I_CLS
_	PU	O	I_CLS
ยางพารา	NN	O	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
อ้อย	NN	O	I_CLS
_	PU	O	I_CLS
เพื่อ	CC	O	I_CLS
ให้	CC	O	I_CLS
กลุ่ม	NN	O	I_CLS
เกษตรกร	NN	O	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
ทราบ	VV	O	E_CLS
เพื่อ	CC	O	B_CLS
จะ	AX	O	I_CLS
ได้	AX	O	I_CLS
วาง	VV	O	I_CLS
แผน	NN	O	I_CLS
ด้าน	NN	O	I_CLS
การ	FX	O	I_CLS
ผลิต	VV	O	E_CLS
และ	CC	O	B_CLS
การ	FX	O	I_CLS
ตลาด	NN	O	I_CLS
ได้	AX	O	I_CLS
อย่าง	FX	O	I_CLS
เหมาะสม	VV	O	E_CLS

ใน	PS	O	B_CLS
การ	FX	O	I_CLS
สัมมนา	VV	O	I_CLS
_	PU	O	I_CLS
อนาคต	NN	O	I_CLS
เกษตรกร	NN	O	I_CLS
สุรินทร์	NN	O	I_CLS
จะ	AX	O	I_CLS
ไป	VV	O	I_CLS
ทาง	NN	O	I_CLS
ไหน	AJ	O	I_CLS
_	PU	O	I_CLS
ที่	PS	O	I_CLS
หอประชุม	NN	O	I_CLS
อำเภอศีขรภูมิ	NN	O	I_CLS
_	PU	O	I_CLS
จังหวัดสุรินทร์	NN	O	I_CLS
_	PU	O	I_CLS
ว่า	CC	O	I_CLS
_	PU	O	I_CLS
สินค้า	NN	O	I_CLS
เกษตร	NN	O	I_CLS
ไทย	NN	B_LOC	I_CLS
ใน	PS	O	I_CLS
ตลาด	NN	O	I_CLS
